path,kind,size_bytes,ext,approx_LOC,exports_count,imports_count,hasTests,eslintErrors,notes
profiling-reports\profile-test-profile-2025-08-06T21-20-03-858Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-06T21-25-34-895Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-06T21-25-34-895Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-06T21-58-16-805Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-06T21-58-16-805Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-06T22-05-17-985Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-06T22-05-17-985Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T04-43-06-898Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T04-43-06-898Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T04-46-16-110Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T04-46-16-110Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T05-00-29-793Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T05-00-29-813Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-45-02-618Z.html,file,1474,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-45-02-618Z.json,file,676,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-54-43-213Z.html,file,1474,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-54-43-213Z.json,file,676,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-56-30-064Z.html,file,1474,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-56-30-064Z.json,file,676,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-57-07-921Z.html,file,1474,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T10-57-07-921Z.json,file,676,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-50-31-982Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-50-31-982Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-52-21-929Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-52-21-929Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-53-11-802Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-53-11-802Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-53-47-176Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-53-47-176Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-56-24-872Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-56-24-872Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-56-44-478Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T19-56-44-478Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-08-24-120Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-08-24-120Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-09-23-488Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-09-23-488Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-14-06-563Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-14-06-563Z.json,file,708,.json,33,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-45-13-719Z.html,file,1516,.html,43,,,true,,
profiling-reports\profile-test-profile-2025-08-07T20-45-13-719Z.json,file,708,.json,33,,,true,,
PROJECT_COMPLETION_SUMMARY.md,file,9286,.md,229,,,,,
public\.gitignore,file,1170,none,103,,,,,
public\index.html,file,6583,.html,201,,,,,
public\main.jsx,file,4767,.jsx,,,,,,
public\netlify.toml,file,663,.toml,,,,,,
public\package-lock.json,file,226941,.json,6579,,,,,
public\package.json,file,2299,.json,88,,,,,
public\postcss.config.js,file,80,.js,7,1,,,,
public\results\sample-eval.json,file,13769,.json,282,,,,,
public\src\App.jsx,file,29821,.jsx,,,,,,
public\src\components\FileUpload.jsx,file,8473,.jsx,,,,,,
public\src\components\Filters.jsx,file,12304,.jsx,,,,,,
public\src\components\ScoreChart.jsx,file,10214,.jsx,,,,,,
public\src\components\ScoreTable.jsx,file,14889,.jsx,,,,,,
public\src\components\ThemeToggle.jsx,file,1930,.jsx,,,,,,
public\src\contexts\ThemeContext.jsx,file,1962,.jsx,,,,,,
public\src\index.css,file,933,.css,46,,,,,
public\src\utils\helpers.js,file,10348,.js,356,12,,true,,
public\tailwind.config.js,file,2683,.js,105,1,4,,,
public\vite.config.js,file,1723,.js,86,1,3,,,
public\windsurf_deployment.yaml,file,429,.yaml,7,,,,,
qa-completion-results.json,file,1445,.json,67,,,,,
README.md,file,14663,.md,395,,,,,
release.config.js,file,927,.js,37,1,,,,
run-tests-resilient.js,file,6283,.js,172,,3,true,,
scripts\audit\deps-map.js,file,9132,.js,311,3,2,true,,
scripts\audit\inventory.js,file,9363,.js,333,2,2,true,1,
scripts\audit-github-workflows.js,file,27224,.js,745,1,3,true,,
scripts\autofix-unused-vars.js,file,4271,.js,109,,3,true,,
scripts\ci-runner.js,file,3701,.js,133,,7,true,,
scripts\close-done-roadmap-issues.js,file,1931,.js,67,,3,true,,
scripts\create-roadmap-issues.js,file,1560,.js,51,,3,true,,
scripts\emergency-git-fix.js,file,3241,.js,71,,5,,,
scripts\ensure-roadmap-labels.js,file,2839,.js,74,2,1,true,,
scripts\final-batch-fix.js,file,3436,.js,74,,2,,,
scripts\final-comprehensive-solution.js,file,5433,.js,129,,2,,,
scripts\final-surgical-fix.js,file,3555,.js,94,,3,true,,
scripts\fix-all-test-failures.js,file,10685,.js,282,2,6,true,,
scripts\fix-esm-exports.js,file,5910,.js,189,14,2,true,,
scripts\fix-esm-imports.js,file,5138,.js,153,1,12,,,
scripts\fix-mdx-blog-imports.js,file,1692,.js,53,,5,,,
scripts\fix-mdx-image-imports.js,file,888,.js,28,,3,,,
scripts\fix-module-exports.js,file,2669,.js,89,8,2,true,,
scripts\fix-test-debugger-keyword.js,file,3910,.js,100,,2,true,,
scripts\fix-test-esm-imports.js,file,5511,.js,162,1,13,true,,
scripts\fix-variable-references.js,file,4622,.js,134,,2,true,,
scripts\generate-release-note.js,file,7074,.js,246,,8,true,,
scripts\generate-test-reports.js,file,17859,.js,498,3,5,true,,
scripts\get-previous-tag.js,file,1254,.js,41,,1,true,,
scripts\health-check.js,file,8169,.js,303,,7,true,,
scripts\label-roadmap-issues.js,file,3805,.js,127,,3,true,,
scripts\lint-cleanup.js,file,2450,.js,61,,3,true,,
scripts\maintenance\batch-1-no-undef-fixer.js,file,12735,.js,407,1,13,true,,
scripts\maintenance\batch-2-signature-usage-fixer.js,file,10279,.js,342,1,3,true,,
scripts\maintenance\eslint-inventory.js,file,6212,.js,181,1,3,,,
scripts\maintenance\final-eslint-resolver.js,file,9475,.js,281,1,3,true,,
scripts\maintenance\fix-all-remaining-eslint.js,file,11079,.js,325,1,3,true,,
scripts\maintenance\fix-core-eslint-warnings.js,file,4804,.js,149,1,3,true,,
scripts\maintenance\fix-critical-eslint-blockers.js,file,7146,.js,218,1,3,true,,
scripts\maintenance\fix-critical-eslint-errors.js,file,7791,.js,248,1,3,true,,
scripts\maintenance\fix-eslint-errors.js,file,11902,.js,392,1,3,true,,
scripts\maintenance\fix-remaining-eslint.js,file,4393,.js,118,1,3,true,,
scripts\maintenance\fix-undefined-variables.js,file,7995,.js,246,1,3,true,,
scripts\maintenance\resolve-all-eslint-errors.js,file,11161,.js,320,1,3,true,,
scripts\maintenance\targeted-no-undef-fixer.js,file,7882,.js,250,1,16,true,,
scripts\manage-labels.js,file,9323,.js,325,,9,true,,
scripts\manual-test-checklist.md,file,3279,.md,90,,,true,,
scripts\remediate-workflows.js,file,19709,.js,495,1,3,true,,
scripts\repair-fixtures.js,file,977,.js,33,,4,,,
scripts\restore-git-hooks.js,file,2748,.js,74,,6,,,
scripts\roadmap-sync.js,file,8368,.js,269,,9,true,,
scripts\scripts.config.json,file,1203,.json,53,,,,,
scripts\SCRIPT_MIGRATION.md,file,5489,.md,180,,,,,
scripts\setup.js,file,1129,.js,34,,6,true,,
scripts\sync-labels.js,file,2176,.js,74,,6,true,,
scripts\sync-roadmap-labels.js,file,608,.js,22,,2,true,,
scripts\tag-release.js,file,2138,.js,67,,6,true,,
scripts\test-all-scripts.js,file,7639,.js,262,,8,true,,
scripts\test-global-setup.js,file,561,.js,19,,3,true,,
scripts\test-workflows.ps1,file,4162,.ps1,,,,,,
scripts\ultimate-comprehensive-fix.js,file,4522,.js,95,,3,,,
scripts\utils\cli.js,file,5068,.js,164,6,1,true,,
scripts\utils\logger.js,file,3159,.js,120,3,5,,,
scripts\utils\retry.js,file,5870,.js,186,4,6,true,,
scripts\validate-changelog-version.js,file,2079,.js,53,,6,true,,
scripts\verify-fixture-mocks.js,file,1397,.js,48,,6,true,,
scripts\verify-fixtures.js,file,1301,.js,40,,4,true,,
security-reports\security-scan-results.json,file,257,.json,11,,,,,
SECURITY_AUDIT_REPORT.md,file,5632,.md,172,,,,,
SECURITY_VULNERABILITY_TABLE.md,file,4960,.md,124,,,,,
server.js,file,847,.js,32,,3,,,
src\ai\adaptive-retrieval.js,file,25530,.js,798,1,2,true,,
src\ai\federated-learning.js,file,27713,.js,870,1,2,true,,
src\ai\index-fixed.js,file,14783,.js,461,2,2,true,,
src\ai\index.backup.js,file,11171,.js,387,1,4,true,,
src\ai\index.broken.js,file,15296,.js,474,1,2,true,,
src\ai\index.js,file,36851,.js,1078,2,2,true,,
src\ai\model-training-new.js,file,8394,.js,299,1,4,true,,
src\ai\model-training.backup.js,file,17052,.js,561,1,4,true,,
src\ai\model-training.js,file,5381,.js,207,1,2,true,,
src\ai\module-template.js,file,993,.js,37,6,1,,,
src\ai\multimodal-processing.js,file,21904,.js,752,1,2,true,,
src\cli\commands\ai-ml.js,file,30160,.js,819,1,7,true,,
src\cli\commands\docs.js,file,8411,.js,180,1,5,true,,
src\cli\commands\dx.js,file,21083,.js,500,1,6,true,,
src\cli\commands\plugin-hub.js,file,28591,.js,763,1,8,true,,
src\cli\doctor-command.js,file,28325,.js,815,3,12,,,
src\cli\enhanced-cli-commands.js,file,31398,.js,837,4,13,true,,
src\cli\interactive-wizard.js,file,25734,.js,830,4,8,true,,
src\cli\plugin-marketplace-commands.js,file,26381,.js,720,5,12,true,,
src\config\enhanced-ragrc-schema.js,file,13844,.js,512,2,3,,,
src\config\load-config.js,file,1805,.js,55,1,5,,,
src\config\load-plugin-config.js,file,2183,.js,61,3,7,,,
src\config\validate-plugin-schema.js,file,849,.js,36,2,,,,
src\config\validate-schema.js,file,2772,.js,113,1,1,,,
src\core\create-pipeline.js,file,14486,.js,408,3,7,true,,
src\core\observability\event-logger.js,file,11999,.js,440,1,1,,,
src\core\observability\instrumented-pipeline.js,file,14477,.js,504,2,4,true,,
src\core\observability\metrics.js,file,17436,.js,620,2,1,true,,
src\core\observability\tracing.js,file,19669,.js,724,3,2,true,,
src\core\performance\benchmark.js,file,14466,.js,468,1,1,,,
src\core\performance\parallel-processor.js,file,6887,.js,220,1,,,,
src\core\performance\streaming-safeguards.js,file,10333,.js,358,1,1,true,,
src\core\plugin-contracts.js,file,2530,.js,91,2,1,,,
src\core\plugin-marketplace\plugin-metadata.js,file,13701,.js,433,6,2,,,
src\core\plugin-marketplace\plugin-publisher.js,file,17048,.js,511,2,8,,,
src\core\plugin-marketplace\plugin-registry-format.js,file,10796,.js,391,2,6,true,,
src\core\plugin-marketplace\version-resolver.js,file,13710,.js,448,2,1,,,
src\core\plugin-registry.js,file,2870,.js,99,1,1,,,
src\dag\dag-engine.js,file,17248,.js,530,1,1,true,,
src\dx\index.js,file,1482,.js,38,1,4,,,
src\dx\integration-templates.js,file,13124,.js,371,1,2,,,
src\dx\performance-profiler.js,file,26102,.js,830,1,3,true,,
src\dx\realtime-debugger.js,file,17486,.js,594,1,2,true,,
src\dx\visual-pipeline-builder.js,file,15853,.js,553,2,4,true,,
src\ecosystem\plugin-analytics-dashboard.js,file,22350,.js,702,1,3,true,,
src\ecosystem\plugin-certification.js,file,15127,.js,526,1,2,true,,
src\ecosystem\plugin-hub.js,file,21160,.js,724,1,4,true,,
src\enterprise\audit-logging.js,file,27340,.js,870,1,4,true,,
src\enterprise\data-governance.js,file,11018,.js,373,3,4,true,,
src\enterprise\multi-tenancy.js,file,14079,.js,467,1,4,true,,
src\enterprise\sso-integration.js,file,18000,.js,630,1,4,true,,
src\evaluate\evaluator.js,file,1965,.js,50,2,6,,,
src\evaluate\scoring.js,file,2352,.js,84,2,,true,,
src\ingest.js,file,530,.js,22,2,1,,,
src\loader\csv-loader.js,file,933,.js,40,2,4,,,
src\loader\directory-loader.js,file,1255,.js,46,2,4,,,
src\loader\html-loader.js,file,1651,.js,67,2,4,true,,
src\loader\markdown-loader.js,file,1669,.js,68,2,4,true,,
src\mocks\openai-embedder.js,file,2342,.js,88,2,,,,
src\mocks\openai-llm.js,file,2204,.js,77,2,,true,,
src\mocks\pdf-loader.js,file,521,.js,24,2,,,,
src\mocks\pinecone-retriever.js,file,733,.js,31,2,,,,
src\query.js,file,3022,.js,104,3,3,,,
src\reranker\llm-reranker.js,file,1120,.js,39,1,,,,
src\utils\ci\diagnostic-reporter.js,file,1744,.js,45,2,2,true,,
src\utils\logger.js,file,722,.js,34,1,1,,,
src\utils\plugin-scaffolder.js,file,13251,.js,433,4,6,true,,
src\utils\retry.js,file,1449,.js,48,1,1,,,
src\utils\validate-plugin-contract.js,file,1355,.js,45,2,1,,,
systematic-fixes-log.json,file,1648,.json,67,,,,,
test-failure-analysis.json,file,3460,.json,143,,,true,,
test-matrix-results.json,file,391,.json,19,,,true,,
test-output.log,file,42934,.log,,,,,,
test-results-current.json,file,40756,.json,320,,,true,,
Use-Cases.md,file,3895,.md,134,,,,,
__tests__\ai\advanced-ai-capabilities.test.js,file,21257,.js,619,,1,true,,
__tests__\ci\contract-schema-validation.test.js,file,14943,.js,455,,5,true,,
__tests__\ci\pipeline-hardening.test.js,file,20234,.js,535,,3,true,,
__tests__\compatibility\node-versions.test.js,file,13952,.js,413,,9,true,,
__tests__\dx\dx-enhancements.test.js,file,23753,.js,617,2,1,true,,
__tests__\dx\dx-simple.test.js,file,6577,.js,177,,1,true,,
__tests__\e2e\full-pipeline-integration.test.js,file,27152,.js,656,,4,true,,
__tests__\e2e\real-data-integration.test.js,file,26851,.js,745,,4,true,,
__tests__\ecosystem\plugin-hub.test.js,file,19666,.js,683,,4,true,,
__tests__\fixtures\.ragrc.json,file,330,.json,9,,,true,,
__tests__\fixtures\e2e-data\large-corpus.json,file,533702,.json,12004,,,true,,
__tests__\fixtures\e2e-data\research-papers.json,file,48677,.json,1154,,,true,,
__tests__\fixtures\e2e-data\technical-docs.json,file,21552,.json,604,,,true,,
__tests__\fixtures\invalid-ragrc.json,file,70,.json,5,,,true,,
__tests__\fixtures\sample-eval-dataset.json,file,658,.json,15,,,true,,
__tests__\fixtures\sample.pdf,file,130,.pdf,,,,,,
__tests__\fixtures\src\mocks\openai-embedder.js,file,332,.js,17,1,,true,,
__tests__\fixtures\src\mocks\openai-llm.js,file,1154,.js,44,1,,true,,
__tests__\fixtures\src\mocks\pdf-loader.js,file,439,.js,18,1,,true,,
__tests__\fixtures\src\mocks\pinecone-retriever.js,file,2097,.js,73,1,,true,,
__tests__\fixtures\src\mocks\reranker.js,file,3122,.js,97,1,,true,,
__tests__\fixtures\valid-ragrc.json,file,362,.json,17,,,true,,
__tests__\integration\cli\config-flow.test.js,file,3658,.js,100,,4,true,,
__tests__\integration\config\load-config.test.js,file,1939,.js,56,,4,true,,
__tests__\integration\enhanced-cli-integration.test.js,file,21263,.js,749,,6,true,,
__tests__\integration\observability-integration.test.js,file,15066,.js,413,1,6,true,,
__tests__\integration\streaming-pipeline.test.js,file,10027,.js,332,,4,true,,
__tests__\load\concurrent-load.test.js,file,16800,.js,479,,5,true,,
__tests__\performance\concurrent-pipeline-simulation.test.js,file,15611,.js,419,,4,true,,
__tests__\performance\dag-pipeline-performance.test.js,file,24497,.js,654,,4,true,,
__tests__\performance\large-batch-processing.test.js,file,13666,.js,385,,4,true,,
__tests__\performance\pipeline-performance.test.js,file,14560,.js,402,,5,true,,
__tests__\performance\streaming-load.test.js,file,20975,.js,551,,4,true,,
__tests__\property\plugin-contracts.test.js,file,19448,.js,516,,1,true,,
__tests__\scripts\ensure-roadmap-labels.test.js,file,1978,.js,65,,1,true,,
__tests__\security\comprehensive-security-suite.test.js,file,17072,.js,481,,2,true,,
__tests__\security\plugin-isolation.test.js,file,19665,.js,562,,4,true,,
__tests__\security\secrets-and-validation.test.js,file,16334,.js,474,,2,true,,
__tests__\unit\cli\doctor-command.test.js,file,21437,.js,663,1,6,true,,
__tests__\unit\cli\enhanced-cli-commands.test.js,file,21976,.js,635,1,13,true,,
__tests__\unit\cli\enhanced-cli.test.js,file,12988,.js,408,2,3,true,,
__tests__\unit\cli\interactive-wizard.test.js,file,16569,.js,510,,5,true,,
__tests__\unit\config\validate-schema.test.js,file,4138,.js,122,,3,true,,
__tests__\unit\core\plugin-registry.test.js,file,1824,.js,56,,1,true,,
__tests__\unit\dag\dag-engine.test.js,file,16890,.js,493,,2,true,,
__tests__\unit\dag\error-handling.test.js,file,14687,.js,432,,1,true,,
__tests__\unit\observability\event-logger.test.js,file,13716,.js,363,4,1,true,,
__tests__\unit\observability\metrics.test.js,file,18221,.js,551,2,1,true,,
__tests__\unit\observability\tracing.test.js,file,15124,.js,444,2,1,true,,
__tests__\unit\performance\benchmark.test.js,file,13025,.js,405,,1,true,,
__tests__\unit\performance\parallel-processor.test.js,file,8908,.js,263,,1,true,,
__tests__\unit\performance\streaming-safeguards.test.js,file,13828,.js,404,,1,true,,
__tests__\unit\plugins\reranker.test.js,file,9681,.js,268,,1,true,,
__tests__\unit\reranker\llm-reranker.test.js,file,694,.js,18,,1,true,,
__tests__\unit\reranker\reranker.enriched.test.js,file,725,.js,19,,1,true,,
__tests__\unit\reranker\reranker.fallback.test.js,file,639,.js,15,,1,true,,
__tests__\unit\reranker\reranker.snapshot.test.js,file,599,.js,15,,1,true,,
__tests__\unit\reranker\reranker.structured-output.test.js,file,667,.js,17,,1,true,,
__tests__\unit\reranker\__snapshots__\reranker.snapshot.test.js.snap,file,174,.snap,,,,,,
__tests__\unit\scripts\script-utilities.test.js,file,14280,.js,468,,2,true,,
__tests__\unit\streaming\llm-streaming.test.js,file,6213,.js,186,,1,true,,
__tests__\utils\test-helpers.js,file,13434,.js,506,7,,true,,
__tests__\utils\test-reporter.js,file,20357,.js,762,2,2,true,,